"","Season","Name","Team","POS","Salary","Years","Total.Value","Avg.Annual"
"5093",2016,"Leonys Martin","SEA ","CF","$4,150,000 ","1 (2016)","$4,150,000 ","$4,150,000 "
"5094",2016,"Logan Morrison","TB ","1B","$4,200,000 ","1 (2016)","$4,200,000 ","$4,200,000 "
"5095",2016,"Lucas Duda","NYM ","1B","$6,725,000 ","1 (2016)","$6,725,000 ","$6,725,000 "
"5096",2016,"Madison Bumgarner","SF ","SP","$9,916,667 ","5 (2013-17)","$35,000,000 ","$7,000,000 "
"5097",2016,"Mark Melancon","PIT ","RP","$9,650,000 ","1 (2016)","$9,650,000 ","$9,650,000 "
"5098",2016,"Mark Trumbo","BAL ","RF","$9,150,000 ","1 (2016)","$9,150,000 ","$9,150,000 "
"5099",2016,"Michael Pineda","NYY ","SP","$4,300,000 ","1 (2016)","$4,300,000 ","$4,300,000 "
"5100",2016,"Michael Saunders","TOR ","RF","$2,900,000 ","1 (2016)","$2,900,000 ","$2,900,000 "
"5101",2016,"Mike Dunn","MIA ","P","$3,450,000 ","2 (2015-16)","$5,800,000 ","$2,900,000 "
"5102",2016,"Mike Leake","STL ","SP","$13,000,000 ","5 (2016-20)","$80,000,000 ","$16,000,000 "
"5103",2016,"Mitch Moreland","TEX ","1B","$5,700,000 ","1 (2016)","$5,700,000 ","$5,700,000 "
"5104",2016,"Neil Walker","NYM ","2B","$10,550,000 ","1 (2016)","$10,550,000 ","$10,550,000 "
"5105",2016,"Pedro Alvarez","BAL ","1B","$5,731,704 ","1 (2016)","$5,731,704 ","$5,731,704 "
"5106",2016,"Pedro Strop","CHC ","RP","$4,400,000 ","1 (2016)","$4,400,000 ","$4,400,000 "
"5107",2016,"Peter Bourjos","PHI ","LF","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5108",2016,"R.A. Dickey","TOR ","SP","$12,000,000 ","1 (2016)","$25,000,000 ","$25,000,000 "
"5109",2016,"Ryan Webb","TB ","RP","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5110",2016,"Sam Fuld","OAK ","LF","$1,925,000 ","1 (2016)","$1,925,000 ","$1,925,000 "
"5111",2016,"Santiago Casilla","SF ","RP","$6,500,000 ","1 (2016)","$6,500,000 ","$6,500,000 "
"5112",2016,"Starlin Castro","NYY ","2B","$8,000,000 ","7 (2013-19)","$60,000,000 ","$8,571,429 "
"5113",2016,"Stephen Strasburg","WSH ","SP","$10,400,000 ","1 (2016)","$10,400,000 ","$10,400,000 "
"5114",2016,"Steve Pearce","TB ","1B","$4,750,000 ","1 (2016)","$4,750,000 ","$4,750,000 "
"5115",2016,"Tim Collins","KC ","RP","$1,475,000 ","1 (2016)","$1,475,000 ","$1,475,000 "
"5116",2016,"Tom Wilhelmsen","TEX ","RP","$3,100,000 ","1 (2016)","$3,100,000 ","$3,100,000 "
"5117",2016,"Travis Wood","CHC ","RP","$6,170,000 ","1 (2016)","$6,170,000 ","$6,170,000 "
"5118",2016,"Wilson Ramos","WSH ","C","$5,350,000 ","1 (2016)","$5,350,000 ","$5,350,000 "
"5119",2016,"Addison Reed","NYM ","RP","$5,300,000 ","1 (2016)","$5,300,000 ","$5,300,000 "
"5120",2016,"Al Alburquerque","LAA ","RP","$1,100,000 ","1 (2016)","$1,100,000 ","$1,100,000 "
"5121",2016,"Alejandro De Aza","NYM ","LF","$5,750,000 ","1 (2016)","$5,750,000 ","$5,750,000 "
"5122",2016,"Alexi Amarista","SD ","SS","$1,350,000 ","2 (2015-16)","$2,500,000 ","$1,250,000 "
"5123",2016,"Alfredo Simon","CIN ","SP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5124",2016,"Arodys Vizcaino","ATL ","RP","$897,500 ","1 (2016)","$897,500 ","$897,500 "
"5125",2016,"Ben Revere","WSH ","CF","$6,250,000 ","1 (2016)","$6,250,000 ","$6,250,000 "
"5126",2016,"Blake Wood","CIN ","RP","$600,000 ","1 (2016)","$600,000 ","$600,000 "
"5127",2016,"Brandon Crawford","SF ","SS","$6,000,000 ","6 (2016-21)","$75,000,000 ","$12,500,000 "
"5128",2016,"Bryan Shaw","CLE ","RP","$2,750,000 ","1 (2016)","$2,750,000 ","$2,750,000 "
"5129",2016,"Charlie Blackmon","COL ","CF","$3,500,000 ","1 (2016)","$3,500,000 ","$3,500,000 "
"5130",2016,"Chris Stewart","PIT ","C","$1,350,000 ","2 (2016-17)","$3,000,000 ","$1,500,000 "
"5131",2016,"Collin Cowgill","CLE ","LF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5132",2016,"Craig Gentry","LAA ","LF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5133",2016,"Dan Otero","CLE ","RP","$520,000 ","1 (2016)","$520,000 ","$520,000 "
"5134",2016,"Danny Duffy","KC ","RP","$4,225,000 ","1 (2016)","$4,225,000 ","$4,225,000 "
"5135",2016,"Dee Gordon","MIA ","OF","$3,500,000 ","5 (2016-20)","$50,000,000 ","$10,000,000 "
"5136",2016,"Desmond Jennings","TB ","LF","$3,300,000 ","1 (2016)","$3,300,000 ","$3,300,000 "
"5137",2016,"Devin Mesoraco","CIN ","C","$5,025,000 ","4 (2015-18)","$28,000,000 ","$7,000,000 "
"5138",2016,"Dillon Gee","KC ","SP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5139",2016,"Dustin Ackley","NYY ","LF","$3,200,000 ","1 (2016)","$3,200,000 ","$3,200,000 "
"5140",2016,"Dylan Bundy","BAL ","SP","$1,800,000 ","1 (2016)","$1,800,000 ","$1,800,000 "
"5141",2016,"Eduardo Escobar","MIN ","SS","$2,150,000 ","1 (2016)","$2,150,000 ","$2,150,000 "
"5142",2016,"Erasmo Ramirez","TB ","SP","$2,375,000 ","1 (2016)","$2,375,000 ","$2,375,000 "
"5143",2016,"Eric Hosmer","KC ","1B","$8,250,000 ","2 (2015-16)","$13,900,000 ","$6,950,000 "
"5144",2016,"Eric Sogard","OAK ","2B","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5145",2016,"Fernando Rodriguez","OAK ","RP","$1,050,000 ","1 (2016)","$1,050,000 ","$1,050,000 "
"5146",2016,"Fernando Salas","LAA ","RP","$2,400,000 ","1 (2016)","$2,400,000 ","$2,400,000 "
"5147",2016,"Freddy Galvis","PHI ","SS","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5148",2016,"George Kontos","SF ","RP","$1,150,000 ","1 (2016)","$1,150,000 ","$1,150,000 "
"5149",2016,"Henderson Alvarez","OAK ","SP","$4,250,000 ","1 (2016)","$4,250,000 ","$4,250,000 "
"5150",2016,"J.D. Martinez","DET ","RF","$6,750,000 ","2 (2016-17)","$18,500,000 ","$9,250,000 "
"5151",2016,"Jason Kipnis","CLE ","2B","$6,166,667 ","6 (2014-19)","$52,500,000 ","$8,750,000 "
"5152",2016,"Jeanmar Gomez","PHI ","RP","$1,400,000 ","1 (2016)","$1,400,000 ","$1,400,000 "
"5153",2016,"Jemile Weeks","SD ","2B","$0 ","1 (2016)","$0 ","$0 "
"5154",2016,"Jordan Pacheco","CIN ","C","$0 ","1 (2016)","$0 ","$0 "
"5155",2016,"Jorge Soler","CHC ","RF","$3,666,666 ","9 (2012-20)","$30,000,000 ","$3,333,333 "
"5156",2016,"Jose Altuve","HOU ","2B","$3,687,500 ","4 (2014-17)","$12,500,000 ","$3,125,000 "
"5157",2016,"Jose Lobaton","WSH ","C","$1,387,500 ","1 (2016)","$1,387,500 ","$1,387,500 "
"5158",2016,"Josh Donaldson","TOR ","3B","$11,650,000 ","2 (2016-17)","$28,650,000 ","$14,325,000 "
"5159",2016,"Josh Harrison","PIT ","2B","$5,500,000 ","4 (2015-18)","$27,300,000 ","$6,825,000 "
"5160",2016,"Josh Reddick","OAK ","RF","$6,575,000 ","1 (2016)","$6,575,000 ","$6,575,000 "
"5161",2016,"Juan Nicasio","PIT ","RP","$3,000,000 ","1 (2016)","$3,000,000 ","$3,000,000 "
"5162",2016,"Justin Turner","LAD ","3B","$5,100,000 ","1 (2016)","$5,100,000 ","$5,100,000 "
"5163",2016,"Kelvin Herrera","KC ","RP","$2,550,000 ","2 (2015-16)","$4,150,000 ","$2,075,000 "
"5164",2016,"Kyle Seager","SEA ","3B","$8,000,000 ","7 (2015-21)","$100,000,000 ","$14,285,714 "
"5165",2016,"Lance Lynn","STL ","SP","$7,500,000 ","3 (2015-17)","$22,000,000 ","$7,333,333 "
"5166",2016,"Liam Hendriks","OAK ","RP","$523,400 ","1 (2016)","$523,400 ","$523,400 "
"5167",2016,"Logan Forsythe","TB ","2B","$2,250,000 ","2 (2016-17)","$10,250,000 ","$5,125,000 "
"5168",2016,"Lorenzo Cain","KC ","CF","$6,500,000 ","2 (2016-17)","$17,500,000 ","$8,750,000 "
"5169",2016,"Marco Estrada","TOR ","SP","$11,500,000 ","2 (2016-17)","$26,000,000 ","$13,000,000 "
"5170",2016,"Marwin Gonzalez","HOU ","SS","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5171",2016,"Matt Carpenter","STL ","1B","$6,833,333 ","6 (2014-19)","$52,000,000 ","$8,666,667 "
"5172",2016,"Matt Moore","TB ","SP","$5,100,000 ","5 (2012-16)","$14,000,000 ","$2,800,000 "
"5173",2016,"Mike Minor","KC ","SP","$2,000,000 ","2 (2016-17)","$7,250,000 ","$3,625,000 "
"5174",2016,"Mike Moustakas","KC ","3B","$5,600,000 ","2 (2016-17)","$14,300,000 ","$7,150,000 "
"5175",2016,"Nate Jones","CWS ","RP","$900,000 ","3 (2016-18)","$8,000,000 ","$2,666,667 "
"5176",2016,"Paul Goldschmidt","ARI ","1B","$5,833,333 ","5 (2014-18)","$32,000,000 ","$6,400,000 "
"5177",2016,"Randall Delgado","ARI ","SP","$1,275,000 ","1 (2016)","$1,275,000 ","$1,275,000 "
"5178",2016,"Rich Hill","OAK ","SP","$6,000,000 ","1 (2016)","$6,000,000 ","$6,000,000 "
"5179",2016,"Robinson Chirinos","TEX ","C","$1,550,000 ","1 (2016)","$1,550,000 ","$1,550,000 "
"5180",2016,"Rubby De La Rosa","ARI ","SP","$2,350,000 ","1 (2016)","$2,350,000 ","$2,350,000 "
"5181",2016,"Ryan Cook","SEA ","RP","$1,100,000 ","1 (2016)","$1,100,000 ","$1,100,000 "
"5182",2016,"Ryan Flaherty","BAL ","2B","$1,500,000 ","1 (2016)","$1,500,000 ","$1,500,000 "
"5183",2016,"Ryan Vogelsong","PIT ","SP","$2,000,000 ","1 (2016)","$2,000,000 ","$2,000,000 "
"5184",2016,"Salvador Perez","KC ","C","$2,000,000 ","6 (2016-21)","$54,500,000 ","$9,083,333 "
"5185",2016,"Stephen Vogt","OAK ","C","$527,500 ","1 (2016)","$527,500 ","$527,500 "
"5186",2016,"Steve Cishek","SEA ","RP","$4,000,000 ","2 (2016-17)","$10,000,000 ","$5,000,000 "
"5187",2016,"Steve Clevenger","SEA ","C","$516,500 ","1 (2016)","$516,500 ","$516,500 "
"5188",2016,"Steve Delabar","CIN ","RP","$835,000 ","1 (2016)","$835,000 ","$835,000 "
"5189",2016,"Tommy Milone","MIN ","RP","$4,500,000 ","1 (2016)","$4,500,000 ","$4,500,000 "
"5190",2016,"Tony Cruz","KC ","C","$975,000 ","1 (2016)","$975,000 ","$975,000 "
"5191",2016,"Tony Watson","PIT ","RP","$3,450,000 ","1 (2016)","$3,450,000 ","$3,450,000 "
"5192",2016,"Trevor Plouffe","MIN ","3B","$7,250,000 ","1 (2016)","$7,250,000 ","$7,250,000 "
"5193",2016,"Tyler Chatwood","COL ","SP","$1,000,000 ","2 (2015-16)","$2,000,000 ","$1,000,000 "
"5194",2016,"Tyler Flowers","ATL ","C","$2,000,000 ","2 (2016-17)","$5,000,000 ","$2,500,000 "
"5195",2016,"Vance Worley","BAL ","SP","$2,600,000 ","1 (2016)","$2,600,000 ","$2,600,000 "
"5196",2016,"Wei-Yin Chen","MIA ","SP","$12,500,000 ","5 (2016-20)","$80,000,000 ","$16,000,000 "
"5197",2016,"Yasiel Puig","LAD ","RF","$7,214,285 ","7 (2012-18)","$42,000,000 ","$6,000,000 "
"5198",2016,"Yoenis Cespedes","NYM ","CF","$27,328,046 ","3 (2016-18)","$75,000,000 ","$25,000,000 "
"5199",2016,"Yonder Alonso","OAK ","1B","$2,650,000 ","1 (2016)","$2,650,000 ","$2,650,000 "
"5200",2016,"Yu Darvish","TEX ","SP","$10,000,000 ","6 (2012-17)","$56,000,000 ","$9,333,333 "
"5201",2016,"Zach Britton","BAL ","RP","$6,750,000 ","1 (2016)","$6,750,000 ","$6,750,000 "
"5202",2016,"Zack Cozart","CIN ","SS","$2,925,000 ","1 (2016)","$2,925,000 ","$2,925,000 "
"5203",2016,"A.J. Pollock","ARI ","CF","$3,500,000 ","2 (2016-17)","$10,250,000 ","$5,125,000 "
"5204",2016,"A.J. Ramos","MIA ","RP","$3,400,000 ","1 (2016)","$3,400,000 ","$3,400,000 "
"5205",2016,"Adam Eaton","CWS ","OF","$3,050,000 ","5 (2015-19)","$23,500,000 ","$4,700,000 "
"5206",2016,"Adam Ottavino","COL ","RP","$1,300,000 ","3 (2016-18)","$10,400,000 ","$3,466,667 "
"5207",2016,"Andrew Romine","DET ","3B","$900,000 ","1 (2016)","$900,000 ","$900,000 "
"5208",2016,"Anthony Rizzo","CHC ","1B","$5,285,714 ","7 (2013-19)","$41,000,000 ","$5,857,143 "
"5209",2016,"Avisail Garcia","CWS ","RF","$2,100,000 ","1 (2016)","$2,100,000 ","$2,100,000 "
"5210",2016,"Brad Brach","BAL ","RP","$1,250,000 ","1 (2016)","$1,250,000 ","$1,250,000 "
"5211",2016,"Brandon Barnes","COL ","LF","$1,000,000 ","1 (2016)","$1,000,000 ","$1,000,000 "
"5212",2016,"Carlos Corporan","TB ","C","$0 ","1 (2016)","$0 ","$0 "
"5213",2016,"Casey Fien","MIN ","RP","$2,275,000 ","1 (2016)","$2,275,000 ","$2,275,000 "
"5214",2016,"Chris Carter","MIL ","1B","$2,500,000 ","1 (2016)","$2,500,000 ","$2,500,000 "
"5215",2016,"Cory Gearrin","SF ","RP","$550,000 ","1 (2016)","$550,000 ","$550,000 "
"5216",2016,"Daniel Nava","LAA ","LF","$1,375,000 ","1 (2016)","$1,375,000 ","$1,375,000 "
"5217",2016,"Derek Norris","SD ","C","$2,925,000 ","1 (2016)","$2,925,000 ","$2,925,000 "
"5218",2016,"Erik Kratz","HOU ","C","$850,000 ","1 (2016)","$850,000 ","$850,000 "
"5219",2016,"Evan Scribner","SEA ","RP","$807,500 ","1 (2016)","$807,500 ","$807,500 "
"5220",2016,"Garrett Richards","LAA ","SP","$6,425,000 ","1 (2016)","$6,425,000 ","$6,425,000 "
"5221",2016,"Hector Rondon","CHC ","RP","$4,200,000 ","1 (2016)","$4,200,000 ","$4,200,000 "
"5222",2016,"Hyun-Jin Ryu","LAD ","SP","$7,833,333 ","6 (2013-18)","$36,000,000 ","$6,000,000 "
"5223",2016,"J.B. Shuck","CWS ","RF","$521,000 ","1 (2016)","$521,000 ","$521,000 "
"5224",2016,"Jarrod Parker","OAK ","SP","$850,000 ","1 (2016)","$850,000 ","$850,000 "
"5225",2016,"Jean Segura","ARI ","SS","$2,600,000 ","1 (2016)","$2,600,000 ","$2,600,000 "
"5226",2016,"Jim Henderson","NYM ","RP","$600,000 ","1 (2016)","$600,000 ","$600,000 "
"5227",2016,"Jose Iglesias","DET ","SS","$2,100,000 ","1 (2016)","$2,100,000 ","$2,100,000 "
"5228",2016,"Justin Ruggiano","TEX ","RF","$1,650,000 ","1 (2016)","$1,650,000 ","$1,650,000 "
"5229",2016,"Kirk Nieuwenhuis","MIL ","LF","$514,000 ","1 (2016)","$514,000 ","$514,000 "
"5230",2016,"Lonnie Chisenhall","CLE ","RF","$2,725,000 ","1 (2016)","$2,725,000 ","$2,725,000 "
"5231",2016,"Martin Maldonado","MIL ","C","$1,125,000 ","2 (2015-16)","$1,950,000 ","$975,000 "
"5232",2016,"Melvin Upton Jr.","SD ","LF","$15,450,000 ","5 (2013-17)","$72,500,000 ","$14,500,000 "
"5233",2016,"Mike Fiers","HOU ","SP","$524,100 ","1 (2016)","$524,100 ","$524,100 "
"5234",2016,"Mike Trout","LAA ","CF","$16,083,333 ","6 (2015-20)","$144,500,000 ","$24,083,333 "
"5235",2016,"Nate Freiman","WSH ","1B","$0 ","1 (2016)","$0 ","$0 "
"5236",2016,"Pedro Florimon","PIT ","SS","$521,500 ","1 (2016)","$521,500 ","$521,500 "
"5237",2016,"Sean Doolittle","OAK ","RP","$1,650,000 ","5 (2014-18)","$10,500,000 ","$2,100,000 "
"5238",2016,"Shelby Miller","ARI ","SP","$4,350,000 ","1 (2016)","$4,350,000 ","$4,350,000 "
"5239",2016,"Starling Marte","PIT ","OF","$3,666,666 ","6 (2014-19)","$31,000,000 ","$5,166,667 "
"5240",2016,"Tyler Moore","ATL ","1B","$900,000 ","1 (2016)","$900,000 ","$900,000 "
"5241",2016,"Welington Castillo","ARI ","C","$3,700,000 ","1 (2016)","$3,700,000 ","$3,700,000 "
"5242",2016,"Aaron Barrett","WSH ","RP","$519,400 ","1 (2016)","$519,400 ","$519,400 "
"5243",2016,"Aaron Hicks","NYY ","CF","$574,000 ","1 (2016)","$574,000 ","$574,000 "
"5244",2016,"Aaron Loup","TOR ","RP","$1,050,000 ","1 (2016)","$1,050,000 ","$1,050,000 "
"5245",2016,"Adam Warren","CHC ","RP","$1,700,000 ","1 (2016)","$1,700,000 ","$1,700,000 "
"5246",2016,"Adeiny Hechavarria","MIA ","SS","$2,625,000 ","1 (2016)","$2,625,000 ","$2,625,000 "
"5247",2016,"Alex Cobb","TB ","SP","$4,000,000 ","1 (2016)","$4,000,000 ","$4,000,000 "
"5248",2016,"Alex Colome","TB ","RP","$521,700 ","1 (2016)","$521,700 ","$521,700 "
"5249",2016,"Alex Wood","LAD ","SP","$530,000 ","1 (2016)","$530,000 ","$530,000 "
"5250",2016,"Andrelton Simmons","LAA ","SS","$6,000,000 ","7 (2014-20)","$58,000,000 ","$8,285,714 "
"5251",2016,"Anthony Rendon","WSH ","3B","$2,800,000 ","1 (2016)","$2,800,000 ","$2,800,000 "
"5252",2016,"Billy Hamilton","CIN ","CF","$570,000 ","1 (2016)","$570,000 ","$570,000 "
"5253",2016,"Brad Hand","MIA ","RP","$540,000 ","1 (2016)","$540,000 ","$540,000 "
"5254",2016,"Brad Miller","TB ","SS","$527,600 ","1 (2016)","$527,600 ","$527,600 "
"5255",2016,"Brandon Guyer","TB ","LF","$1,185,000 ","1 (2016)","$1,185,000 ","$1,185,000 "
"5256",2016,"Brett Oberholtzer","PHI ","RP","$518,000 ","1 (2016)","$518,000 ","$518,000 "
"5257",2016,"Brian Dozier","MIN ","2B","$3,000,000 ","4 (2015-18)","$20,000,000 ","$5,000,000 "
"5258",2016,"Brock Holt","BOS ","2B","$606,000 ","1 (2016)","$606,000 ","$606,000 "
"5259",2016,"Bronson Arroyo","ARI ","P","$11,000,000 ","2 (2014-15)","$23,500,000 ","$11,750,000 "
"5260",2016,"Bryan Morris","MIA ","RP","$1,350,000 ","1 (2016)","$1,350,000 ","$1,350,000 "
"5261",2016,"Bryce Harper","WSH ","RF","$5,000,000 ","2 (2015-16)","$7,500,000 ","$3,750,000 "
"5262",2016,"Carlos Martinez","STL ","SP","$539,000 ","1 (2016)","$539,000 ","$539,000 "
"5263",2016,"Carlos Torres","MIL ","RP","$1,050,000 ","1 (2016)","$1,050,000 ","$1,050,000 "
"5264",2016,"Cesar Hernandez","PHI ","2B","$525,000 ","1 (2016)","$525,000 ","$525,000 "
"5265",2016,"Chad Bettis","COL ","SP","$512,500 ","1 (2016)","$512,500 ","$512,500 "
"5266",2016,"Charlie Furbush","SEA ","RP","$1,600,000 ","1 (2016)","$1,600,000 ","$1,600,000 "
"5267",2016,"Chris Archer","TB ","SP","$2,958,333 ","6 (2014-19)","$25,500,000 ","$4,250,000 "
"5268",2016,"Chris Colabello","TOR ","1B","$521,300 ","1 (2016)","$521,300 ","$521,300 "
"5269",2016,"Chris Gimenez","TEX ","C","$975,000 ","1 (2016)","$975,000 ","$975,000 "
"5270",2016,"Chris Owings","ARI ","2B","$530,500 ","1 (2016)","$530,500 ","$530,500 "
"5271",2016,"Christian Yelich","MIA ","OF","$1,178,571 ","7 (2015-21)","$49,570,000 ","$7,081,429 "
"5272",2016,"Cody Allen","CLE ","RP","$4,150,000 ","1 (2016)","$4,150,000 ","$4,150,000 "
"5273",2016,"Cody Asche","PHI ","LF","$530,000 ","1 (2016)","$530,000 ","$530,000 "
"5274",2016,"Corey Kluber","CLE ","SP","$4,700,000 ","5 (2015-19)","$38,500,000 ","$7,700,000 "
"5275",2016,"Craig Kimbrel","BOS ","RP","$11,000,000 ","4 (2014-17)","$42,000,000 ","$10,500,000 "
"5276",2016,"Dallas Keuchel","HOU ","SP","$7,250,000 ","1 (2016)","$7,250,000 ","$7,250,000 "
"5277",2016,"Dan Jennings","CWS ","RP","$810,000 ","1 (2016)","$810,000 ","$810,000 "
"5278",2016,"Dan Straily","CIN ","RP","$512,100 ","1 (2016)","$512,100 ","$512,100 "
"5279",2016,"Danny Farquhar","TB ","RP","$527,000 ","1 (2016)","$527,000 ","$527,000 "
"5280",2016,"Danny Salazar","CLE ","SP","$536,200 ","1 (2016)","$536,200 ","$536,200 "
"5281",2016,"Darin Ruf","PHI ","1B","$527,000 ","1 (2016)","$527,000 ","$527,000 "
"5282",2016,"David Lough","PHI ","LF","$0 ","1 (2016)","$0 ","$0 "
"5283",2016,"David Phelps","MIA ","RP","$2,500,000 ","1 (2016)","$2,500,000 ","$2,500,000 "
"5284",2016,"Dellin Betances","NYY ","RP","$507,500 ","1 (2016)","$507,500 ","$507,500 "
"5285",2016,"Derek Dietrich","MIA ","3B","$522,500 ","1 (2016)","$522,500 ","$522,500 "
"5286",2016,"DJ LeMahieu","COL ","2B","$3,000,000 ","2 (2016-17)","$7,800,000 ","$3,900,000 "
"5287",2016,"Drew Pomeranz","SD ","RP","$1,350,000 ","1 (2016)","$1,350,000 ","$1,350,000 "
"5288",2016,"Drew Smyly","TB ","SP","$3,750,000 ","1 (2016)","$3,750,000 ","$3,750,000 "
"5289",2016,"Evan Gattis","HOU ","DH","$3,300,000 ","1 (2016)","$3,300,000 ","$3,300,000 "
"5290",2016,"Gerrit Cole","PIT ","SP","$548,000 ","1 (2016)","$548,000 ","$548,000 "
"5291",2016,"Hector Santiago","LAA ","SP","$5,000,000 ","1 (2016)","$5,000,000 ","$5,000,000 "
"5292",2016,"J.J. Hoover","CIN ","RP","$1,400,000 ","1 (2016)","$1,400,000 ","$1,400,000 "
"5293",2016,"Jake Diekman","TEX ","RP","$1,255,000 ","1 (2016)","$1,255,000 ","$1,255,000 "
"5294",2016,"Jake Odorizzi","TB ","SP","$520,700 ","1 (2016)","$520,700 ","$520,700 "
"5295",2016,"Jarred Cosart","MIA ","SP","$550,000 ","1 (2016)","$550,000 ","$550,000 "
"5296",2016,"Jedd Gyorko","STL ","3B","$4,166,666 ","6 (2014-19)","$35,510,900 ","$5,918,483 "
"5297",2016,"Jeff Locke","PIT ","SP","$3,025,000 ","1 (2016)","$3,025,000 ","$3,025,000 "
"5298",2016,"Jeurys Familia","NYM ","RP","$4,100,000 ","1 (2016)","$4,100,000 ","$4,100,000 "
"5299",2016,"Joe Kelly","BOS ","SP","$2,600,000 ","1 (2016)","$2,600,000 ","$2,600,000 "
"5300",2016,"Jonathan Schoop","BAL ","2B","$522,500 ","1 (2016)","$522,500 ","$522,500 "
"5301",2016,"Jonathan Villar","MIL ","SS","$512,900 ","1 (2016)","$512,900 ","$512,900 "
"5302",2016,"Jordy Mercer","PIT ","SS","$2,075,000 ","1 (2016)","$2,075,000 ","$2,075,000 "
"5303",2016,"Jose Abreu","CWS ","1B","$11,666,667 ","6 (2014-19)","$68,000,000 ","$11,333,333 "
"5304",2016,"Jose Fernandez","MIA ","SP","$2,800,000 ","1 (2016)","$2,800,000 ","$2,800,000 "
"5305",2016,"Jose Quintana","CWS ","SP","$5,400,000 ","5 (2014-18)","$21,000,000 ","$4,200,000 "
"5306",2016,"Juan Lagares","NYM ","OF","$2,600,000 ","5 (2015-19)","$23,553,696 ","$4,710,739 "
"5307",2016,"Julio Teheran","ATL ","P","$3,466,666 ","6 (2014-19)","$32,400,000 ","$5,400,000 "
"5308",2016,"Justin Wilson","DET ","RP","$1,525,000 ","1 (2016)","$1,525,000 ","$1,525,000 "
"5309",2016,"Kevin Siegrist","STL ","RP","$539,000 ","1 (2016)","$539,000 ","$539,000 "
"5310",2016,"Khris Davis","OAK ","LF","$524,500 ","1 (2016)","$524,500 ","$524,500 "
"5311",2016,"Kole Calhoun","LAA ","RF","$3,400,000 ","1 (2016)","$3,400,000 ","$3,400,000 "
"5312",2016,"Kolten Wong","STL ","2B","$1,450,000 ","5 (2016-20)","$25,500,000 ","$5,100,000 "
"5313",2016,"Kyle Gibson","MIN ","SP","$587,500 ","1 (2016)","$587,500 ","$587,500 "
"5314",2016,"Kyuji Fujikawa","TEX ","P","$2,000,000 ","1 (2015)","$1,000,000 ","$1,000,000 "
"5315",2016,"Louis Coleman","LAD ","RP","$725,000 ","1 (2016)","$725,000 ","$725,000 "
"5316",2016,"Luis Avilan","LAD ","RP","$1,390,000 ","1 (2016)","$1,390,000 ","$1,390,000 "
"5317",2016,"Manny Machado","BAL ","3B","$5,000,000 ","1 (2016)","$5,000,000 ","$5,000,000 "
"5318",2016,"Marcell Ozuna","MIA ","CF","$570,000 ","1 (2016)","$570,000 ","$570,000 "
"5319",2016,"Marcus Semien","OAK ","SS","$512,500 ","1 (2016)","$512,500 ","$512,500 "
"5320",2016,"Mario Hollands","PHI ","RP","$512,500 ","1 (2016)","$512,500 ","$512,500 "
"5321",2016,"Martin Perez","TEX ","SP","$3,150,000 ","4 (2014-17)","$12,500,000 ","$3,125,000 "
"5322",2016,"Masahiro Tanaka","NYY ","SP","$22,000,000 ","7 (2014-20)","$155,000,000 ","$22,142,857 "
"5323",2016,"Matt Adams","STL ","1B","$1,650,000 ","1 (2016)","$1,650,000 ","$1,650,000 "
"5324",2016,"Matt Harvey","NYM ","SP","$4,325,000 ","1 (2016)","$4,325,000 ","$4,325,000 "
"5325",2016,"Matt Shoemaker","LAA ","SP","$530,000 ","1 (2016)","$530,000 ","$530,000 "
"5326",2016,"Michael Wacha","STL ","SP","$539,000 ","1 (2016)","$539,000 ","$539,000 "
"5327",2016,"Nathan Eovaldi","NYY ","SP","$5,600,000 ","1 (2016)","$5,600,000 ","$5,600,000 "
"5328",2016,"Nick Castellanos","DET ","3B","$536,500 ","1 (2016)","$536,500 ","$536,500 "
"5329",2016,"Nick Vincent","SEA ","RP","$525,500 ","1 (2016)","$525,500 ","$525,500 "
"5330",2016,"Nolan Arenado","COL ","3B","$5,000,000 ","1 (2016)","$5,000,000 ","$5,000,000 "
"5331",2016,"Oswaldo Arcia","MIN ","LF","$535,000 ","1 (2016)","$535,000 ","$535,000 "
"5332",2016,"Patrick Corbin","ARI ","SP","$2,525,000 ","1 (2016)","$2,525,000 ","$2,525,000 "
"5333",2016,"Raisel Iglesias","CIN ","RP","$3,214,285 ","7 (2014-20)","$27,000,000 ","$3,857,143 "
"5334",2016,"Ryan Buchter","SD ","RP","$520,000 ","1 (2016)","$520,000 ","$520,000 "
"5335",2016,"Scooter Gennett","MIL ","2B","$518,100 ","1 (2016)","$518,100 ","$518,100 "
"5336",2016,"Scott Van Slyke","LAD ","LF","$1,225,000 ","1 (2016)","$1,225,000 ","$1,225,000 "
